wh_id,traknm,mfsmsn
GBWEL01,972951534973,MSN0000098
GBWEL01,972951534984,MSN0000099
GBWEL01,972951534995,MSN0000100
GBWEL01,972951535006,MSN0000101
GBWEL01,972951535010,MSN0000102
GBWEL01,972951535021,MSN0000103
GBWEL01,972951535032,MSN0000104
GBWEL01,972951535043,MSN0000105
GBWEL01,972951535054,MSN0000106
GBWEL01,972951535065,MSN0000107
GBWEL01,972951535076,MSN0000108
GBWEL01,972951535080,MSN0000109
GBWEL01,972951535091,MSN0000110
GBWEL01,972951535102,MSN0000111
GBWEL01,972951535113,MSN0000112
GBWEL01,972951535124,MSN0000113
GBWEL01,972951535135,MSN0000114
GBWEL01,972951535146,MSN0000115
GBWEL01,972951535150,MSN0000116
GBWEL01,972951535161,MSN0000117
GBWEL01,972951535172,MSN0000118
GBWEL01,972951535183,MSN0000119
GBWEL01,972951535194,MSN0000120
GBWEL01,972951535205,MSN0000121
GBWEL01,972951535216,MSN0000122
GBWEL01,972951535220,MSN0000123
GBWEL01,972951535231,MSN0000124
GBWEL01,972951535242,MSN0000125
GBWEL01,972951535253,MSN0000126
GBWEL01,972951535264,MSN0000127
GBWEL01,972951535275,MSN0000128
GBWEL01,972951535286,MSN0000129
GBWEL01,972951535290,MSN0000130
GBWEL01,972951535301,MSN0000131
GBWEL01,972951535312,MSN0000132
GBWEL01,972951535323,MSN0000133
GBWEL01,972951535334,MSN0000134
GBWEL01,972951535345,MSN0000135
GBWEL01,972951535356,MSN0000136
GBWEL01,972951535360,MSN0000137
GBWEL01,972951535371,MSN0000138
GBWEL01,972951535382,MSN0000139
GBWEL01,972951535393,MSN0000140
GBWEL01,972951535404,MSN0000141
GBWEL01,972951535415,MSN0000142
GBWEL01,972951535426,MSN0000143
GBWEL01,972951535430,MSN0000144
GBWEL01,972951535441,MSN0000145
GBWEL01,972951535452,MSN0000146
GBWEL01,972951535463,MSN0000147
GBWEL01,972951535474,MSN0000148
GBWEL01,972951535485,MSN0000149
GBWEL01,972951535496,MSN0000150
GBWEL01,972951535500,MSN0000151
GBWEL01,972951535511,MSN0000152
GBWEL01,972951535522,MSN0000153
GBWEL01,972951535533,MSN0000154
GBWEL01,972951535544,MSN0000155
GBWEL01,972951535555,MSN0000156
GBWEL01,972951535566,MSN0000157
GBWEL01,972951535570,MSN0000158
GBWEL01,972951535581,MSN0000159
GBWEL01,972951535592,MSN0000160
GBWEL01,972951535603,MSN0000161
GBWEL01,972951535614,MSN0000162
GBWEL01,972951535625,MSN0000163
GBWEL01,972951535636,MSN0000164
GBWEL01,972951535640,MSN0000165
GBWEL01,972951535651,MSN0000166
GBWEL01,972951535662,MSN0000167
GBWEL01,972951535673,MSN0000168
GBWEL01,972951535684,MSN0000169
GBWEL01,972951535695,MSN0000170
GBWEL01,972951535706,MSN0000171
GBWEL01,972951535710,MSN0000172
GBWEL01,972951535721,MSN0000173
GBWEL01,972951535732,MSN0000174
GBWEL01,972951535743,MSN0000175
GBWEL01,972951535754,MSN0000176
GBWEL01,972951535765,MSN0000177
GBWEL01,972951535776,MSN0000178
GBWEL01,972951535780,MSN0000179
GBWEL01,972951535791,MSN0000180
GBWEL01,972951535802,MSN0000181
GBWEL01,972951535813,MSN0000182
GBWEL01,972951535824,MSN0000183
GBWEL01,972951535835,MSN0000184
GBWEL01,972951535846,MSN0000185
GBWEL01,972951535850,MSN0000186
GBWEL01,972951535861,MSN0000187
GBWEL01,972951535872,MSN0000188
GBWEL01,972951535883,MSN0000189
GBWEL01,972951535894,MSN0000190
GBWEL01,972951535905,MSN0000191
GBWEL01,972951535916,MSN0000192
GBWEL01,972951535920,MSN0000193
GBWEL01,972951535931,MSN0000194
GBWEL01,972951535942,MSN0000195
GBWEL01,972951535953,MSN0000196
GBWEL01,972951535964,MSN0000197
GBWEL01,972951535975,MSN0000198
GBWEL01,972951535986,MSN0000199
GBWEL01,972951535990,MSN0000200
GBWEL01,972951536001,MSN0000201
GBWEL01,972951536012,MSN0000202
GBWEL01,972951536023,MSN0000203
GBWEL01,972951536034,MSN0000204
GBWEL01,972951536045,MSN0000205
GBWEL01,972951536056,MSN0000206
GBWEL01,972951536060,MSN0000207
GBWEL01,972951536071,MSN0000208
GBWEL01,972951536082,MSN0000209
GBWEL01,972951536093,MSN0000210
GBWEL01,972951536104,MSN0000211
GBWEL01,972951536115,MSN0000212
GBWEL01,972951536126,MSN0000213
GBWEL01,972951536130,MSN0000214
GBWEL01,972951536141,MSN0000215
GBWEL01,972951536152,MSN0000216
GBWEL01,972951536163,MSN0000217
GBWEL01,972951536174,MSN0000218
GBWEL01,972951536185,MSN0000219
GBWEL01,972951536196,MSN0000220
GBWEL01,972951536200,MSN0000221
GBWEL01,972951536211,MSN0000222
GBWEL01,972951536222,MSN0000223
GBWEL01,972951536233,MSN0000224
GBWEL01,972951536244,MSN0000225
GBWEL01,972951536255,MSN0000226
GBWEL01,972951536266,MSN0000227
GBWEL01,972951536270,MSN0000228
GBWEL01,972951536281,MSN0000229
GBWEL01,972951536292,MSN0000230
GBWEL01,972951536303,MSN0000231
GBWEL01,972951536314,MSN0000232
GBWEL01,972951536325,MSN0000233
GBWEL01,972951536336,MSN0000234
GBWEL01,972951536340,MSN0000235
GBWEL01,972951536351,MSN0000236
GBWEL01,972951536362,MSN0000237
GBWEL01,972951536373,MSN0000238
GBWEL01,972951536384,MSN0000239
GBWEL01,972951536395,MSN0000240
GBWEL01,972951536406,MSN0000241
GBWEL01,972951536410,MSN0000242
GBWEL01,972951536421,MSN0000243
GBWEL01,972951536432,MSN0000244
GBWEL01,972951536443,MSN0000245
GBWEL01,972951536454,MSN0000246
GBWEL01,972951536465,MSN0000247
GBWEL01,972951536476,MSN0000248
GBWEL01,972951536480,MSN0000249
GBWEL01,972951536491,MSN0000250
GBWEL01,972951536502,MSN0000251
GBWEL01,972951536513,MSN0000252
GBWEL01,972951536524,MSN0000253
GBWEL01,972951536535,MSN0000254
GBWEL01,972951536546,MSN0000255
GBWEL01,972951536550,MSN0000256
GBWEL01,972951536561,MSN0000257
GBWEL01,972951536572,MSN0000258
GBWEL01,972951536583,MSN0000259
GBWEL01,972951536594,MSN0000260
GBWEL01,972951536605,MSN0000261
GBWEL01,972951536616,MSN0000262
GBWEL01,972951536620,MSN0000263
GBWEL01,972951536631,MSN0000264
GBWEL01,972951536642,MSN0000265
GBWEL01,972951536653,MSN0000266
GBWEL01,972951536664,MSN0000267
GBWEL01,972951536675,MSN0000268
GBWEL01,972951536686,MSN0000269
GBWEL01,972951536690,MSN0000270
GBWEL01,972951536701,MSN0000271
GBWEL01,972951536712,MSN0000272
GBWEL01,972951536723,MSN0000273
GBWEL01,972951536734,MSN0000274
GBWEL01,972951536745,MSN0000275
GBWEL01,972951536756,MSN0000276
GBWEL01,972951536760,MSN0000277
GBWEL01,972951536771,MSN0000278
GBWEL01,972951536782,MSN0000279
GBWEL01,972951536793,MSN0000280
GBWEL01,972951536804,MSN0000281
GBWEL01,972951536815,MSN0000282
GBWEL01,972951536826,MSN0000283
GBWEL01,972951536830,MSN0000284
GBWEL01,972951536841,MSN0000285
GBWEL01,972951536852,MSN0000286
GBWEL01,972951536863,MSN0000287
GBWEL01,972951536874,MSN0000288
GBWEL01,972951536885,MSN0000289
GBWEL01,972951536896,MSN0000290
GBWEL01,972951536900,MSN0000291
GBWEL01,972951536911,MSN0000292
GBWEL01,972951536922,MSN0000293
GBWEL01,972951536933,MSN0000294
GBWEL01,972951536944,MSN0000295
GBWEL01,972951536955,MSN0000296
GBWEL01,972951536966,MSN0000297
GBWEL01,972951536970,MSN0000298
GBWEL01,972951536981,MSN0000299
GBWEL01,972951536992,MSN0000300
GBWEL01,972951537003,MSN0000301
GBWEL01,972951537014,MSN0000302
GBWEL01,972951537025,MSN0000303
GBWEL01,972951537036,MSN0000304
GBWEL01,972951537040,MSN0000305
GBWEL01,972951537051,MSN0000306
GBWEL01,972951537062,MSN0000307
GBWEL01,972951537073,MSN0000308
GBWEL01,972951537084,MSN0000309
GBWEL01,972951537095,MSN0000310
GBWEL01,972951537106,MSN0000311
GBWEL01,972951537110,MSN0000312
GBWEL01,972951537121,MSN0000313
GBWEL01,972951537132,MSN0000314
GBWEL01,972951537143,MSN0000315
GBWEL01,972951537154,MSN0000316
GBWEL01,972951537165,MSN0000317
GBWEL01,972951537176,MSN0000318
GBWEL01,972951537180,MSN0000319
GBWEL01,972951537191,MSN0000320
GBWEL01,972951537202,MSN0000321
GBWEL01,972951537213,MSN0000322
GBWEL01,972951537224,MSN0000323
GBWEL01,972951537235,MSN0000324
GBWEL01,972951537246,MSN0000325
GBWEL01,972951537250,MSN0000326
GBWEL01,972951537261,MSN0000327
GBWEL01,972951537272,MSN0000328
GBWEL01,972951537283,MSN0000329
GBWEL01,972951537294,MSN0000330
GBWEL01,972951537305,MSN0000331
GBWEL01,972951537316,MSN0000332
GBWEL01,972951537320,MSN0000333
GBWEL01,972951537331,MSN0000334
GBWEL01,972951537342,MSN0000335
GBWEL01,972951537353,MSN0000336
GBWEL01,972951537364,MSN0000337
GBWEL01,972951537375,MSN0000338
GBWEL01,972951537386,MSN0000339
GBWEL01,972951537390,MSN0000340
GBWEL01,972951537401,MSN0000341
GBWEL01,972951537412,MSN0000342
GBWEL01,972951537423,MSN0000343
GBWEL01,972951537434,MSN0000344
GBWEL01,972951537445,MSN0000345
GBWEL01,972951537456,MSN0000346
GBWEL01,972951537460,MSN0000347
GBWEL01,972951537471,MSN0000348
GBWEL01,972951537482,MSN0000349
GBWEL01,972951537493,MSN0000350
GBWEL01,972951537504,MSN0000351
GBWEL01,972951537515,MSN0000352
GBWEL01,972951537526,MSN0000353
GBWEL01,972951537530,MSN0000354
GBWEL01,972951537541,MSN0000355
GBWEL01,972951537552,MSN0000356
GBWEL01,972951537563,MSN0000357
GBWEL01,972951537574,MSN0000358
GBWEL01,972951537585,MSN0000359
GBWEL01,972951537596,MSN0000360
GBWEL01,972951537600,MSN0000361
GBWEL01,972951537611,MSN0000362
GBWEL01,972951537622,MSN0000363
GBWEL01,972951537633,MSN0000364
GBWEL01,972951537644,MSN0000365
GBWEL01,972951537655,MSN0000366
GBWEL01,972951537666,MSN0000367
GBWEL01,972951537670,MSN0000368
GBWEL01,972951537681,MSN0000369
GBWEL01,972951537692,MSN0000370
GBWEL01,972951537703,MSN0000371
GBWEL01,972951537714,MSN0000372
GBWEL01,972951537725,MSN0000373
GBWEL01,972951537736,MSN0000374
GBWEL01,972951537740,MSN0000375
GBWEL01,972951537751,MSN0000376
GBWEL01,972951537762,MSN0000377
GBWEL01,972951537773,MSN0000378
GBWEL01,972951537784,MSN0000379
GBWEL01,972951537795,MSN0000380
GBWEL01,972951537806,MSN0000381
GBWEL01,972951537810,MSN0000382
GBWEL01,972951537821,MSN0000383
GBWEL01,972951537832,MSN0000384
GBWEL01,972951537843,MSN0000385
GBWEL01,972951537854,MSN0000386
GBWEL01,972951537865,MSN0000387
GBWEL01,972951537876,MSN0000388
GBWEL01,972951537880,MSN0000389
GBWEL01,972951537891,MSN0000390
GBWEL01,972951537902,MSN0000391
GBWEL01,972951537913,MSN0000392
GBWEL01,972951537924,MSN0000393
GBWEL01,972951537935,MSN0000394
GBWEL01,972951537946,MSN0000395
GBWEL01,972951537950,MSN0000396
GBWEL01,972951537961,MSN0000397
GBWEL01,972951537972,MSN0000398
GBWEL01,972951537983,MSN0000399
GBWEL01,972951537994,MSN0000400
GBWEL01,972951538005,MSN0000401
GBWEL01,972951538016,MSN0000402
GBWEL01,972951538020,MSN0000403
GBWEL01,972951538031,MSN0000404
GBWEL01,972951538042,MSN0000405
GBWEL01,972951538053,MSN0000406
GBWEL01,972951538064,MSN0000407
GBWEL01,972951538075,MSN0000408
GBWEL01,972951538086,MSN0000409
GBWEL01,972951538090,MSN0000410
GBWEL01,972951538101,MSN0000411
GBWEL01,972951538112,MSN0000412
GBWEL01,972951538123,MSN0000413
GBWEL01,972951538134,MSN0000414
GBWEL01,972951538145,MSN0000415
GBWEL01,972951538156,MSN0000416
GBWEL01,972951538160,MSN0000417
GBWEL01,972951538171,MSN0000418
GBWEL01,972951538182,MSN0000419
GBWEL01,972951538193,MSN0000420
GBWEL01,972951538204,MSN0000421
GBWEL01,972951538215,MSN0000422
GBWEL01,972951538226,MSN0000423
GBWEL01,972951538230,MSN0000424
GBWEL01,972951538241,MSN0000425
GBWEL01,972951538252,MSN0000426
GBWEL01,972951538263,MSN0000427
GBWEL01,972951538274,MSN0000428
GBWEL01,972951538285,MSN0000429
GBWEL01,972951538296,MSN0000430
GBWEL01,972951538300,MSN0000431
GBWEL01,972951538311,MSN0000432
GBWEL01,972951538322,MSN0000433
GBWEL01,972951538333,MSN0000434
GBWEL01,972951538344,MSN0000435
GBWEL01,972951538355,MSN0000436
GBWEL01,972951538366,MSN0000437
GBWEL01,972951538370,MSN0000438
GBWEL01,972951538381,MSN0000439
GBWEL01,972951538392,MSN0000440
GBWEL01,972951538403,MSN0000441
GBWEL01,972951538414,MSN0000442
GBWEL01,972951538425,MSN0000443
GBWEL01,972951538436,MSN0000444
GBWEL01,972951538440,MSN0000445
GBWEL01,972951538451,MSN0000446
GBWEL01,972951538462,MSN0000447
GBWEL01,972951538473,MSN0000448
GBWEL01,972951538484,MSN0000449
GBWEL01,972951538495,MSN0000450
GBWEL01,972951538506,MSN0000451
GBWEL01,972951538510,MSN0000452
GBWEL01,972951538521,MSN0000453
GBWEL01,972951538532,MSN0000454
GBWEL01,972951538543,MSN0000455
GBWEL01,972951538554,MSN0000456
GBWEL01,972951538565,MSN0000457
GBWEL01,972951538576,MSN0000458
GBWEL01,972951538580,MSN0000459
GBWEL01,972951538591,MSN0000460
GBWEL01,972951538602,MSN0000461
GBWEL01,972951538613,MSN0000462
GBWEL01,972951538624,MSN0000463
GBWEL01,972951538635,MSN0000464
GBWEL01,972951538646,MSN0000465
GBWEL01,972951538650,MSN0000466
GBWEL01,972951538661,MSN0000467
GBWEL01,972951538672,MSN0000468
GBWEL01,972951538683,MSN0000469
GBWEL01,972951538694,MSN0000470
GBWEL01,972951538705,MSN0000471
GBWEL01,972951538716,MSN0000472
GBWEL01,972951538720,MSN0000473
GBWEL01,972951538731,MSN0000474
GBWEL01,972951538742,MSN0000475
GBWEL01,972951538753,MSN0000476
GBWEL01,972951538764,MSN0000477
GBWEL01,972951538775,MSN0000478
GBWEL01,972951538786,MSN0000479
GBWEL01,972951538790,MSN0000480
GBWEL01,972951538801,MSN0000481
GBWEL01,972951538812,MSN0000482
GBWEL01,972951538823,MSN0000483
GBWEL01,972951538834,MSN0000484
GBWEL01,972951538845,MSN0000485
GBWEL01,972951538856,MSN0000486
GBWEL01,972951538860,MSN0000487
GBWEL01,972951538871,MSN0000488
GBWEL01,972951538882,MSN0000489
GBWEL01,972951538893,MSN0000490
GBWEL01,972951538904,MSN0000491
GBWEL01,972951538915,MSN0000492
GBWEL01,972951538926,MSN0000493
GBWEL01,972951538930,MSN0000494
GBWEL01,972951538941,MSN0000495
GBWEL01,972951538952,MSN0000496
GBWEL01,972951538963,MSN0000497
GBWEL01,972951538974,MSN0000498
GBWEL01,972951538985,MSN0000499
GBWEL01,972951538996,MSN0000500
GBWEL01,972951539000,MSN0000501
GBWEL01,972951539011,MSN0000502
GBWEL01,972951539022,MSN0000503
GBWEL01,972951539033,MSN0000504
GBWEL01,972951539044,MSN0000505
GBWEL01,972951539055,MSN0000506
GBWEL01,972951539066,MSN0000507
GBWEL01,972951539070,MSN0000508
GBWEL01,972951539081,MSN0000509
GBWEL01,972951539092,MSN0000510
GBWEL01,972951539103,MSN0000511
GBWEL01,972951539114,MSN0000512
GBWEL01,972951539125,MSN0000513
GBWEL01,972951539136,MSN0000514
GBWEL01,972951539140,MSN0000515
GBWEL01,972951539151,MSN0000516
GBWEL01,972951539162,MSN0000517
GBWEL01,972951539173,MSN0000518
GBWEL01,972951539184,MSN0000519
GBWEL01,972951539195,MSN0000520
GBWEL01,972951539206,MSN0000521
GBWEL01,972951539210,MSN0000522
GBWEL01,972951539221,MSN0000523
GBWEL01,972951539232,MSN0000524
GBWEL01,972951539243,MSN0000525
GBWEL01,972951539254,MSN0000526
GBWEL01,972951539265,MSN0000527
GBWEL01,972951539276,MSN0000528
GBWEL01,972951539280,MSN0000529
GBWEL01,972951539291,MSN0000530
GBWEL01,972951539302,MSN0000531
GBWEL01,972951539313,MSN0000532
GBWEL01,972951539324,MSN0000533
GBWEL01,972951539335,MSN0000534
GBWEL01,972951539346,MSN0000535
GBWEL01,972951539350,MSN0000536
GBWEL01,972951539361,MSN0000537
GBWEL01,972951539372,MSN0000538
GBWEL01,972951539383,MSN0000539
GBWEL01,972951539394,MSN0000540
GBWEL01,972951539405,MSN0000541
GBWEL01,972951539416,MSN0000542
GBWEL01,972951539420,MSN0000543
GBWEL01,972951539431,MSN0000544
GBWEL01,972951539442,MSN0000545
GBWEL01,972951539453,MSN0000546
GBWEL01,972951539464,MSN0000547
GBWEL01,972951539475,MSN0000548
GBWEL01,972951539486,MSN0000549
GBWEL01,972951539490,MSN0000550
GBWEL01,972951539501,MSN0000551
GBWEL01,972951539512,MSN0000552
GBWEL01,972951539523,MSN0000553
GBWEL01,972951539534,MSN0000554
GBWEL01,972951539545,MSN0000555
GBWEL01,972951539556,MSN0000556
GBWEL01,972951539560,MSN0000557
GBWEL01,972951539571,MSN0000558
GBWEL01,972951539582,MSN0000559
GBWEL01,972951539593,MSN0000560
GBWEL01,972951539604,MSN0000561
GBWEL01,972951539615,MSN0000562
GBWEL01,972951539626,MSN0000563
GBWEL01,972951539630,MSN0000564
GBWEL01,972951539641,MSN0000565
GBWEL01,972951539652,MSN0000566
GBWEL01,972951539663,MSN0000567
GBWEL01,972951539674,MSN0000568
GBWEL01,972951539685,MSN0000569
GBWEL01,972951539696,MSN0000570
GBWEL01,972951539700,MSN0000571
GBWEL01,972951539711,MSN0000572
GBWEL01,972951539722,MSN0000573
GBWEL01,972951539733,MSN0000574
GBWEL01,972951539744,MSN0000575
GBWEL01,972951539755,MSN0000576
GBWEL01,972951539766,MSN0000577
GBWEL01,972951539770,MSN0000578
GBWEL01,972951539781,MSN0000579
GBWEL01,972951539792,MSN0000580
GBWEL01,972951539803,MSN0000581
GBWEL01,972951539814,MSN0000582
GBWEL01,972951539825,MSN0000583
GBWEL01,972951539836,MSN0000584
GBWEL01,972951539840,MSN0000585
GBWEL01,972951539851,MSN0000586
GBWEL01,972951539862,MSN0000587
GBWEL01,972951539873,MSN0000588
GBWEL01,972951539884,MSN0000589
GBWEL01,972951539895,MSN0000590
GBWEL01,972951539906,MSN0000591
GBWEL01,972951539910,MSN0000592
GBWEL01,972951539921,MSN0000593
GBWEL01,972951539932,MSN0000594
GBWEL01,972951539943,MSN0000595
GBWEL01,972951539954,MSN0000596
GBWEL01,972951539965,MSN0000597
GBWEL01,972951539976,MSN0000598
GBWEL01,972951539980,MSN0000599
GBWEL01,972951539991,MSN0000600
GBWEL01,972951540002,MSN0000601
GBWEL01,972951540013,MSN0000602
GBWEL01,972951540024,MSN0000603
GBWEL01,972951540035,MSN0000604
GBWEL01,972951540046,MSN0000605
GBWEL01,972951540050,MSN0000606
GBWEL01,972951540061,MSN0000607
GBWEL01,972951540072,MSN0000608
GBWEL01,972951540083,MSN0000609
GBWEL01,972951540094,MSN0000610
GBWEL01,972951540105,MSN0000611
GBWEL01,972951540116,MSN0000612
GBWEL01,972951540120,MSN0000613
GBWEL01,972951540131,MSN0000614
GBWEL01,972951540142,MSN0000615
GBWEL01,972951540153,MSN0000616
GBWEL01,972951540164,MSN0000617
GBWEL01,972951540175,MSN0000618
GBWEL01,972951540186,MSN0000619
GBWEL01,972951540190,MSN0000620
GBWEL01,972951540201,MSN0000621
GBWEL01,972951540212,MSN0000622
GBWEL01,972951540223,MSN0000623
GBWEL01,972951540234,MSN0000624
GBWEL01,972951540245,MSN0000625
GBWEL01,972951540256,MSN0000626
GBWEL01,972951540260,MSN0000627
GBWEL01,972951540271,MSN0000628
GBWEL01,972951540282,MSN0000629
GBWEL01,972951540293,MSN0000630
GBWEL01,972951540304,MSN0000631
GBWEL01,972951540315,MSN0000632
GBWEL01,972951540326,MSN0000633
GBWEL01,972951540330,MSN0000634
GBWEL01,972951540341,MSN0000635
GBWEL01,972951540352,MSN0000636
GBWEL01,972951540363,MSN0000637
GBWEL01,972951540374,MSN0000638
GBWEL01,972951540385,MSN0000639
GBWEL01,972951540396,MSN0000640
GBWEL01,972951540400,MSN0000641
GBWEL01,972951540411,MSN0000642
GBWEL01,972951540422,MSN0000643
GBWEL01,972951540433,MSN0000644
GBWEL01,972951540444,MSN0000645
GBWEL01,972951540455,MSN0000646
GBWEL01,972951540466,MSN0000647
GBWEL01,972951540470,MSN0000648
GBWEL01,972951540481,MSN0000649
GBWEL01,972951540492,MSN0000650
GBWEL01,972951540503,MSN0000651
GBWEL01,972951540514,MSN0000652
GBWEL01,972951540525,MSN0000653
GBWEL01,972951540536,MSN0000654
GBWEL01,972951540540,MSN0000655
GBWEL01,972951540551,MSN0000656
GBWEL01,972951540562,MSN0000657
GBWEL01,972951540573,MSN0000658
GBWEL01,972951540584,MSN0000659
GBWEL01,972951540595,MSN0000660
GBWEL01,972951540606,MSN0000661
GBWEL01,972951540610,MSN0000662
GBWEL01,972951540621,MSN0000663
GBWEL01,972951540632,MSN0000664
GBWEL01,972951540643,MSN0000665
GBWEL01,972951540654,MSN0000666
GBWEL01,972951540665,MSN0000667
GBWEL01,972951540676,MSN0000668
GBWEL01,972951540680,MSN0000669
GBWEL01,972951540691,MSN0000670
GBWEL01,972951540702,MSN0000671
GBWEL01,972951540713,MSN0000672
GBWEL01,972951540724,MSN0000673
GBWEL01,972951540735,MSN0000674
GBWEL01,972951540746,MSN0000675
GBWEL01,972951540750,MSN0000676
GBWEL01,972951540761,MSN0000677
GBWEL01,972951540772,MSN0000678
GBWEL01,972951540783,MSN0000679
GBWEL01,972951540794,MSN0000680
GBWEL01,972951540805,MSN0000681
GBWEL01,972951540816,MSN0000682
GBWEL01,972951540820,MSN0000683
GBWEL01,972951540831,MSN0000684
GBWEL01,972951540842,MSN0000685
GBWEL01,972951540853,MSN0000686
GBWEL01,972951540864,MSN0000687
GBWEL01,972951540875,MSN0000688
GBWEL01,972951540886,MSN0000689
GBWEL01,972951540890,MSN0000690
GBWEL01,972951540901,MSN0000691
GBWEL01,972951540912,MSN0000692
GBWEL01,972951540923,MSN0000693
GBWEL01,972951540934,MSN0000694
GBWEL01,972951540945,MSN0000695
GBWEL01,972951540956,MSN0000696
GBWEL01,972951540960,MSN0000697
GBWEL01,972951540971,MSN0000698
GBWEL01,972951540982,MSN0000699
GBWEL01,972951540993,MSN0000700
GBWEL01,972951541004,MSN0000701
GBWEL01,972951541015,MSN0000702
GBWEL01,972951541026,MSN0000703
GBWEL01,972951541030,MSN0000704
GBWEL01,972951541041,MSN0000705
GBWEL01,972951541052,MSN0000706
GBWEL01,972951541063,MSN0000707
GBWEL01,972951541074,MSN0000708
GBWEL01,972951541085,MSN0000709
GBWEL01,972951541096,MSN0000710
GBWEL01,972951541100,MSN0000711
GBWEL01,972951541111,MSN0000712
GBWEL01,972951541122,MSN0000713
GBWEL01,972951541133,MSN0000714
GBWEL01,972951541144,MSN0000715
GBWEL01,972951541155,MSN0000716
GBWEL01,972951541166,MSN0000717
GBWEL01,972951541170,MSN0000718
GBWEL01,972951541181,MSN0000719
GBWEL01,972951541192,MSN0000720
GBWEL01,972951541203,MSN0000721
GBWEL01,972951541214,MSN0000722
GBWEL01,972951541225,MSN0000723
GBWEL01,972951541236,MSN0000724
GBWEL01,972951541240,MSN0000725
GBWEL01,972951541251,MSN0000726
GBWEL01,972951541262,MSN0000727
GBWEL01,972951541273,MSN0000728
GBWEL01,972951541284,MSN0000729
GBWEL01,972951541295,MSN0000730
GBWEL01,972951541306,MSN0000731
GBWEL01,972951541310,MSN0000732
GBWEL01,972951541321,MSN0000733
GBWEL01,972951541332,MSN0000734
GBWEL01,972951541343,MSN0000735
